,Aceite Base,Espesante,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40°C. cSt,"Penetración de Cono a 25°C, 0.1mm","Punto de Gota, °C","Estabilidad Mecánica, %","Punto de Soldadura Cuatro Bolas, kgf","Desgaste Cuatro Bolas, mm","Carga Timken Ok, lb","Resistencia al Lavado por Agua a 80°C, %",Registro NSF,Factor de Velocidad,"Temperatura de Servicio °C, min","Temperatura de Servicio °C, max",color,textura
15,1.0,0.0,2.5,845.9206189527114,373.2299563403271,312.93247066927364,1.6153343937102271,912.5621181575183,0.4911332659897769,63.66442755164496,-99.0,-99.0,261101.6448714369,-29.965416366653216,146.85657262349432,1.0,1.0
16,2.0,0.0,1.0,473.9703272373838,305.9302921908592,312.4494595341646,0.7792151905849669,462.6706000919467,-99.0,57.642392147127474,0.39356395470127903,-99.0,-99.0,-19.05509800289692,186.7395735370912,3.0,0.0
17,4.0,-99.0,2.5,247.27342219937375,260.82275331065836,273.3665522517899,5.145356169489792,278.73185783171033,-99.0,43.96409850547445,2.53888687190371,-99.0,292499.8575300727,-4.162748424319619,159.81780403204428,7.0,0.0
18,1.0,1.0,1.5,751.5396630779611,296.30228483768985,254.34259665592322,7.0704662878849165,563.0743389138956,0.509160805941236,51.04439066033714,1.227424174666198,-99.0,233455.60701638056,-8.840735145618474,158.45490121499432,4.0,1.0
19,1.0,0.0,3.0,694.7701456265427,279.7535678125372,312.823973541439,1.656474044669364,896.6563639961712,0.5497727665521903,65.32389775276674,2.624740448973823,-99.0,323626.27477219125,-5.341483490089126,153.2208152142636,1.0,1.0
20,3.0,0.0,2.0,691.5414530997984,282.10706912152244,295.57982936810856,10.023008565211232,325.648716389511,-99.0,65.0961228962042,1.1382758278685663,-99.0,-99.0,-10.287578780760807,146.54495814813316,4.0,1.0
21,4.0,-99.0,2.5,40.0,288.6987131463995,250.53880347934276,10.773045224688097,271.69616495293764,-99.0,45.08691654850922,3.7211356915202662,-99.0,846765.1153008869,-14.659646708324134,159.65454149325012,5.0,0.0
22,1.0,0.0,1.5,439.9482683520606,288.49210474285894,297.08951132434083,10.521069097710637,469.51161220114705,0.434005392552717,-99.0,3.131455868041958,-99.0,-99.0,-12.31837935810315,146.53876732053644,1.0,1.0
23,1.0,2.0,3.0,3584.4886601068188,332.612148433514,274.71678352568784,-99.0,549.6083105986909,-99.0,41.911710485835,-99.0,-99.0,-99.0,-3.633931109418392,115.56560406617696,1.0,1.0
24,1.0,0.0,2.0,1399.5177643233483,378.96538617623753,300.3919233849234,3.672323945835375,565.2607534933169,0.43022106674728855,59.422612747255954,3.556362469485582,-99.0,205601.77079253923,-9.042056862828549,187.43991886394,2.0,1.0
25,1.0,4.0,2.5,415.0032572674138,296.7438312361326,233.39300729700108,-99.0,241.9160473458086,-99.0,-99.0,-99.0,-99.0,-99.0,-23.645262983521057,142.60978782360465,6.0,1.0
26,4.0,2.0,1.5,92.9164351017662,254.79030576926698,254.5617980616234,2.985701713762045,264.3724751545835,-99.0,43.722245771429506,3.59247636150902,-99.0,788672.8476979643,-4.71166393981488,161.18286326809442,5.0,0.0
27,4.0,-99.0,0.0,225.8337658180247,258.6668599817336,263.7309097555353,6.5958353654001876,303.2525507765501,-99.0,36.91559285735439,2.193890181038446,-99.0,356512.40725653584,-3.3386912991192563,160.50584186041334,7.0,0.0
28,3.0,5.0,1.5,112.26561603019913,278.6306159174028,241.56494159263846,4.4917898653551465,345.16832667907283,-99.0,41.98303129464808,2.054238095284791,-99.0,371111.529392249,-13.789979421945743,114.35545911909178,4.0,0.0
29,5.0,4.0,3.0,250.71075710430986,311.29227496905116,288.3973211590502,4.45940821683289,340.0431120148927,0.46160666977602954,45.73775711502535,2.8474972202463826,-99.0,-99.0,-18.485862089192366,86.51709546662919,4.0,4.0
30,1.0,0.0,2.0,779.2769663414136,276.5242117896637,301.4746166862751,1.7713967514576354,864.8610548544834,0.5099144428629971,70.57751041808098,3.115841144913755,-99.0,299136.4396099826,-5.884902056729742,156.13415446301062,1.0,1.0
31,1.0,1.0,1.5,682.0430157472007,280.2605016069017,259.47853038544395,7.012666007184186,617.2971675238543,0.4447651218577916,45.56424422787547,1.4051067832441428,-99.0,-99.0,-4.083985951586292,151.01453499979516,1.0,1.0
32,1.0,0.0,1.0,3308.329703014763,369.16788198537216,140.6341042394917,1.5495001335960445,592.9602639684011,0.43639195576649686,64.78439215465654,-99.0,-99.0,-99.0,-3.7687213254054672,149.95599533960586,1.0,3.0
33,4.0,-99.0,2.0,204.1458963561393,273.6554239090434,274.65320615968125,5.392356286947425,321.4963017056213,-99.0,42.933790066076995,2.654940310770252,-99.0,367065.2840213664,-0.35818715768799514,169.0500301967141,7.0,0.0
34,2.0,0.0,2.0,514.5001893745756,289.2667655176846,299.2963542742871,0.661371470683384,515.3070978846055,-99.0,59.33554891096727,0.3889850537204871,-99.0,-99.0,-16.264304414269454,193.2068589473825,3.0,0.0
35,1.0,0.0,2.0,1611.939957283981,288.11749799671594,304.9661962995628,0.8129084671813742,625.0175672704065,0.4878458540084476,58.07328653517309,0.3021628265265196,-99.0,164330.26348952175,-0.2602551897611143,182.14710983417942,2.0,1.0
36,1.0,0.0,2.5,204.55456567334997,268.81847261659414,302.7835721093702,5.8347564335622435,519.8373000878872,0.447791774876086,-99.0,2.8398648374472737,-99.0,-99.0,-10.66307019558708,140.72868159533408,2.0,0.0
37,-99.0,-99.0,1.5,-99.0,265.8931285875373,290.91755424287186,4.719927613693124,-99.0,-99.0,-99.0,1.1812920710727006,-99.0,136394.98547974418,-7.286893899952201,156.83395526208892,2.0,2.0
38,1.0,1.0,0.0,617.0404858888242,239.11427148575598,256.53862732987415,6.128179751947754,585.1096124862739,0.5202561330649289,46.2957969862176,0.2679268540422589,-99.0,171519.62648084603,4.881463446721398,140.26992179913097,4.0,1.0
39,3.0,5.0,2.0,126.89913239496514,402.42826548437733,190.04076571021756,13.090892501205815,316.5309266438504,-99.0,48.93376044536173,-99.0,-99.0,354632.10030165216,-18.602772962647563,100.8998511217889,4.0,0.0
40,0.0,6.0,1.5,201.56306505729154,304.5869153160526,307.9343849308554,6.839412480208856,295.85854989902504,0.48910954919870325,43.70321194769964,3.066859008729025,-99.0,694421.0730181029,-4.896899417623341,167.85142958048598,5.0,0.0
41,1.0,1.0,2.0,672.998120404268,312.96814316506317,257.23026948774964,5.953326624189315,560.7958689458304,0.43951058245641966,53.78591384530531,1.3006302066969693,-99.0,186453.27527465377,-9.288077308720222,152.55732714407142,4.0,1.0
42,-99.0,3.0,2.5,630.4913865016193,251.009038545316,305.81991712524854,8.988540069586962,312.7321092758264,-99.0,41.09975144523457,5.439693734056233,-99.0,-99.0,0.9091202045007618,249.5529119010035,2.0,0.0
43,1.0,0.0,2.5,219.27946328324714,290.2770556263201,295.16317124699043,4.793628103795308,506.51569556904997,0.46310611208434954,-99.0,3.569718771759209,-99.0,-99.0,-10.487029351059205,158.12515760072793,2.0,0.0
44,3.0,0.0,2.0,605.0442880857685,290.57184447626696,295.27344869091957,8.989664759657543,287.34729059765675,-99.0,63.96547106042081,1.0296977897277384,-99.0,-99.0,-18.283779751267137,150.36166812543667,4.0,1.0
45,1.0,0.0,3.0,683.3830896812582,246.4308016506138,299.27781645909977,3.629780198598955,905.1993146216512,0.47003175175178585,69.39154135815282,2.399964558959181,-99.0,309542.83257988153,9.303132798335712,157.00170774743594,1.0,1.0
46,1.0,0.0,2.0,3479.797606153553,374.5034968360098,141.45960514912392,1.7563378212037422,588.9510658116784,0.4780116116505106,58.45369989723347,-99.0,-99.0,-99.0,-1.257707494090191,145.30248963397153,1.0,3.0
47,5.0,4.0,0.0,206.20771795821625,319.92150031894533,281.62521926938507,4.30309761063756,341.34796009505544,0.4795195206062875,43.036775770499375,2.725818089716392,-99.0,-99.0,-24.372607142282547,91.23020130510366,4.0,4.0
48,1.0,0.0,1.5,723.2400650702784,238.61446075807623,306.20380098081426,4.41576622159876,936.3125431152838,0.47669556435898114,73.73693496957983,1.983373152678355,-99.0,262466.28003567155,7.724805004567016,152.29604378729067,1.0,1.0
49,4.0,-99.0,1.5,43.62043350855195,329.8032660877708,247.6652796401515,8.78647227009701,266.31754207250765,-99.0,47.20728884298554,3.2210660720437057,-99.0,1174003.946365407,-13.937822619222555,159.55048704554625,5.0,0.0
50,-99.0,4.0,2.0,312.012706681005,278.8045061667075,310.4696616563868,2.2902203038625837,968.5944120085738,0.3880568809514581,57.24495784253244,1.1949386485837126,-99.0,268195.98627123685,-17.095149059259708,148.12223608425046,1.0,0.0
51,1.0,1.0,2.5,752.0356066444164,287.4060456752484,252.64632518538153,6.778258060369645,574.6172730956225,0.5075089948816967,45.18708195044556,1.5343267316630065,-99.0,184133.2743905167,-3.4417184222894717,148.49722278789588,4.0,1.0
52,1.0,0.0,2.0,490.60410918777404,285.53552842436943,305.71663408120844,11.638046885878044,467.2383074619688,0.47844089688770197,-99.0,2.443073883298587,-99.0,-99.0,-6.601257157183067,142.75411735825776,1.0,1.0
53,4.0,2.0,2.5,92.56904678118659,267.05816692174017,250.9846406887238,3.148115832220433,237.9828203981723,-99.0,40.47299775717328,2.668799689737194,-99.0,915689.4251963914,-10.596429503665696,156.82553127539785,5.0,0.0
54,4.0,-99.0,0.0,227.31948965728623,326.33548019264566,258.9318168837581,3.251095263433967,274.4716299315207,-99.0,41.49353953863744,2.7124651486712987,-99.0,405474.882595817,-8.711099568230575,169.72110201395822,7.0,0.0
55,3.0,5.0,1.0,127.48057486648719,319.73839999525586,233.84629348324688,5.72925128842216,317.9088457140558,-99.0,42.18185156482716,2.613608748460048,-99.0,357403.92102648824,-19.759855632039535,107.14091788025706,4.0,0.0
56,0.0,6.0,3.0,198.89460150393748,302.3226278626068,309.2610534025379,8.189878731400462,285.54938490620737,0.5407819770965552,36.385209944207,2.4900001562943963,-99.0,832292.0662946549,-6.027471121579512,167.65659074724803,5.0,0.0
57,3.0,5.0,2.0,127.14102825746481,235.31033170025952,250.93542329540998,6.542972718028265,307.04811259804507,-99.0,41.033498068998824,3.375990823341335,-99.0,367364.4383225772,-6.649545889906678,119.0572293479799,4.0,0.0
58,1.0,0.0,3.0,757.9730397112643,258.68760175814054,299.6086173895169,4.533679277811274,833.7141119540062,0.5188413441239504,66.67139153905109,2.2526047955778963,-99.0,326236.4171204445,6.309791995157034,152.55601310352478,1.0,1.0
59,4.0,-99.0,2.0,43.318096634805556,243.87524523473195,243.35548855103175,9.219334683123506,271.6258046597472,-99.0,43.613577089668816,4.709459026088963,-99.0,971158.3569843243,-0.12522685136125844,168.55197303321899,5.0,0.0
60,1.0,1.0,1.0,658.2409392963863,303.61920099887715,258.45623564849313,5.415464429149671,673.9921718983529,0.507601923450213,52.3994310354826,1.2382479802649244,-99.0,-99.0,-1.2164879021001642,154.75702872938623,1.0,1.0
61,4.0,-99.0,1.5,216.30321335885208,283.0307090442724,267.8924518814516,6.690083507199754,327.29816424661993,-99.0,42.056438900854296,2.9187245038213887,-99.0,369962.07897995703,-6.442150206803695,152.92077185404816,7.0,0.0
62,-99.0,3.0,2.5,654.3585127206076,276.74501257524986,100.0,7.3446070387385864,779.9033222614278,-99.0,-99.0,4.582542801637995,-99.0,-99.0,0.8227709871624631,215.69059136075813,4.0,1.0
63,5.0,4.0,1.5,211.12455309806234,364.2733854110105,196.20361756897657,7.148391694269887,311.30865260313925,0.4555723668706786,48.09649806253294,4.319701975553679,-99.0,-99.0,-20.203899670568802,81.97982998870795,4.0,4.0
64,1.0,0.0,3.0,811.6190376700976,326.8357046022386,300.6884595076581,1.7224053398464574,869.4402445349863,0.4915994004452235,73.68559605591358,3.5411270752314272,-99.0,314706.55958041426,-34.78377062022079,157.86448839110278,1.0,1.0
65,1.0,1.0,1.5,685.886859109455,302.74996182975167,254.88874809735788,6.282406524499371,572.3391158672944,0.5148488540676041,50.42682656219031,1.5435064597142871,-99.0,170123.250958513,-8.827824430372695,147.90769477587406,4.0,1.0
66,2.0,0.0,3.0,411.40769785806367,323.48284180987855,302.4492457474871,0.8808617532807492,549.4939761950124,-99.0,64.5287384070585,0.41955915565964513,-99.0,-99.0,-23.521734571854527,194.67756436971516,3.0,0.0
67,4.0,2.0,1.5,101.81805077129783,247.68794216218274,248.48229000199984,3.804450098309947,248.3222956135882,-99.0,38.10344370993886,3.303009260708055,-99.0,880784.7032268646,-0.8251944919851866,164.87936215397775,5.0,0.0
68,1.0,1.0,1.5,674.1192735663554,238.64675923625967,260.9920092374543,5.22985830215921,595.0331905352222,0.4393573623695774,51.75601594911994,0.2966657938926702,-99.0,232619.94899449253,1.8955933027072822,155.824796010803,4.0,1.0
69,1.0,1.0,0.0,741.294807822072,310.5741729182354,265.2255271506114,5.417574544893833,626.7771169664272,0.43916477643669255,51.18571588437191,1.587230216383826,-99.0,183412.11345246437,-6.3229643462277245,157.77654116789535,4.0,1.0
70,1.0,0.0,1.0,816.1833923918595,357.00801630924303,312.79464419840826,1.3652116292215075,953.9013433510808,0.48651863136424467,64.88201225814927,-99.0,-99.0,357085.4313574364,-30.456741520071894,159.58508236447688,1.0,1.0
71,1.0,1.0,2.5,581.7684769500623,295.50686192794666,265.35200273041113,6.65703077965677,669.4925104789555,0.4825909352252426,46.06252048322155,1.3208363209319394,-99.0,213940.10947048443,-9.176690074558662,141.47662089298396,4.0,1.0
72,1.0,0.0,2.0,1432.1382760283698,277.9014352708552,294.89885299085483,0.9663990339672446,657.4161432774868,0.42843344105169634,59.71423694238487,0.27527281465382847,-99.0,182887.6993656922,-3.4584013191717924,187.25753531927265,2.0,1.0
73,4.0,0.0,2.0,101.26304602209943,301.4682230680603,304.7296831591196,1.5181257904491727,457.54764107923944,0.3667314578645231,36.51992351573411,0.1,164623.102931522,1036925.294661395,-1.4095030351724525,180.27475974410495,4.0,0.0
74,4.0,-99.0,2.0,194.5688919805971,282.5712937827353,264.750478952352,6.805348746808036,315.93082972426265,-99.0,38.799585820365216,2.6056108794397077,-99.0,399512.6184116219,-3.106816100552213,168.1489206575894,7.0,0.0
75,4.0,-99.0,3.0,218.44892813572127,322.63263288724073,258.57776312813115,4.546936266111715,292.2809616150039,-99.0,40.84999882039866,2.394853176618507,-99.0,405366.5470441892,-4.0294082245456195,157.2610682060613,7.0,0.0
76,1.0,0.0,3.0,743.9886751418777,269.4556360695211,311.5689370215937,1.327065682796519,856.9330577743983,0.5141397830957891,68.55781998610607,2.273313309431579,-99.0,293663.1377178133,-7.811330316155135,152.86557863051345,1.0,1.0
77,1.0,0.0,2.0,497.4443051622397,274.3619108880381,295.63935106405626,9.037120115931556,473.3584238498453,0.4390137865828632,-99.0,3.0311454843254877,-99.0,-99.0,-14.655156481423685,141.46323009208373,1.0,1.0
78,1.0,2.0,3.0,4000.4245480305717,311.6424888471793,279.3427291167441,-99.0,467.94192139842005,-99.0,38.89799985882564,-99.0,-99.0,-99.0,-7.821786175425252,125.28045506356686,1.0,1.0
79,0.0,0.0,0.0,675.8355204593158,279.2982013947544,295.22489256832614,1.0361640289862581,504.8904591040733,-99.0,65.03393879645702,0.5955516392832417,-99.0,178798.93414437468,9.041776259026634,221.73617238323442,0.0,0.0
80,4.0,-99.0,3.0,217.10182980198184,282.62271277330774,265.072427628636,5.6948114966855865,310.9562082086414,-99.0,39.72138086801047,2.0071742269781825,-99.0,348619.6314712801,-0.26588097191643634,169.91045337953457,7.0,0.0
81,1.0,0.0,2.0,718.4354901787623,312.20239445737144,307.3397970611471,2.5793917833262054,973.2862387479109,0.46358541842660334,72.33478664121664,3.035142015382583,-99.0,297454.67925227905,-32.790127597603274,157.03165311933105,1.0,1.0
82,1.0,0.0,3.0,734.2626494891929,362.2921637433143,303.32480472784783,1.6663798483132084,979.0702002153043,0.4964094131947379,72.31714765053435,-99.0,-99.0,280190.96586040093,-32.28647137918485,144.95929803007513,1.0,1.0
83,2.0,0.0,1.0,513.1883025858023,266.85576777123117,307.9905450746879,0.8493458352143431,541.1659089309206,-99.0,58.990778293482535,0.4719952781593462,-99.0,-99.0,-15.044356425699657,182.21804869623608,3.0,0.0
84,4.0,2.0,3.0,97.18903139805929,333.8126858785689,252.48738146221498,2.9798262022700106,235.1922027168009,-99.0,42.98716571233531,3.1465194208090708,-99.0,987693.7705821163,-12.86196947916683,167.0719555485252,5.0,0.0
85,2.0,0.0,1.0,528.8714614454594,310.350685748285,311.7338049997233,0.7647449995177403,491.80627132180086,-99.0,60.750044687054384,0.427515939723423,-99.0,-99.0,-20.420121997086774,195.37743023336753,3.0,0.0
86,3.0,5.0,1.5,124.03543578882545,269.27281766857044,240.0086669037492,4.709738796823893,332.4187494278891,-99.0,41.4998988407715,2.2421939568744373,-99.0,471639.92516519653,-17.326104252497064,107.13467978466367,4.0,0.0
87,1.0,2.0,1.0,3829.2709365120336,309.10283701094676,284.32844778617005,-99.0,455.7995486815391,-99.0,40.70337669520767,-99.0,-99.0,-99.0,-3.559219599041553,128.8779258725421,1.0,1.0
88,-99.0,3.0,0.0,582.6734867733272,231.8130977065411,311.61588329210235,9.087012344720995,291.32314752410593,-99.0,43.57003800243349,5.572517212869101,-99.0,-99.0,3.1904864331659955,243.54386172983212,2.0,0.0
89,1.0,0.0,1.5,1482.3014815121471,295.30964542800416,305.4806895403202,0.9160187642452516,599.736484910787,0.4064873254039208,57.686988270279926,0.34454063190704465,-99.0,229900.00138503345,-1.4740942006650677,189.10023105929272,2.0,1.0
90,1.0,1.0,0.0,769.3127325119934,301.45211066123,262.49618643549627,7.558099780134745,643.1378440617664,0.5023329084322141,48.44373196176229,1.5015107945789097,-99.0,212378.58380044118,-4.066927994671461,159.15963232456335,4.0,1.0
91,5.0,4.0,3.0,225.21616195812373,385.06497081465596,196.74320238610105,8.766853129728139,297.3460913415902,0.5321088707665,41.990909446970385,3.755723014802803,-99.0,-99.0,-17.260932926862296,92.03310254462725,4.0,4.0
92,1.0,1.0,1.0,605.366217004617,229.72722308625703,253.54792745008967,5.366140242872635,616.8968289435861,0.46231400637443965,48.70212545588902,0.36542571890345976,-99.0,236455.85721062354,7.479284643458443,158.7565632503825,4.0,1.0
93,1.0,1.0,2.0,587.5071619147177,320.9821744113598,255.32184106535826,5.886014122278283,576.568376728779,0.4620202562802683,47.00220004633056,1.4647944262134254,-99.0,170397.53812438287,-14.989501355269605,149.60034296766602,4.0,1.0
94,3.0,5.0,1.0,120.8997408248703,327.8186070820127,233.28141170257638,6.006513823840708,326.1990475848323,-99.0,45.99575529827109,2.6775308274289715,-99.0,415932.9728201623,-16.96629075781875,118.47122402068887,4.0,0.0
95,1.0,0.0,0.0,767.7116328025402,244.0347405654323,301.10687239800154,3.127472765988823,856.4922417430165,0.4534451981229464,75.46746347003698,2.419103760137306,-99.0,311824.5210598574,3.8202027915679304,152.92938907421447,1.0,1.0
96,-99.0,3.0,2.0,700.6227122467265,289.57129813994476,100.0,7.792948317487473,872.6265902933136,-99.0,-99.0,4.376454912737887,-99.0,-99.0,2.9725009384890555,218.1756441072796,4.0,1.0
97,4.0,-99.0,0.0,250.09298747436304,256.69791612211156,265.5858448586944,7.347672613990501,271.75139238173495,-99.0,39.79399880412754,2.1223117848262607,-99.0,333806.70336688164,-9.91385713562455,150.63767756068194,7.0,0.0
98,3.0,5.0,1.0,108.66695103139539,367.7885329670512,235.72682293166162,10.343365936479808,308.85139291998934,-99.0,48.04241672244158,-99.0,-99.0,477793.5968659412,-16.26767711365119,117.9731897639704,4.0,0.0
99,-99.0,3.0,3.0,711.1491115369544,231.0791960978421,302.88959692191725,8.944384806294321,305.05837478152694,-99.0,36.75621753539656,5.897101246640071,-99.0,-99.0,-2.7247625846434187,247.18048989024706,2.0,0.0
100,1.0,0.0,2.0,1649.719415143609,366.18975527783863,305.495031097348,4.358433340311765,671.8898103732324,0.4200945286361817,56.149462308565965,4.098213839709441,-99.0,168164.2700518891,-7.325391783855913,191.42396663489598,2.0,1.0
101,1.0,0.0,2.0,528.3548108110807,310.6946089352,305.2075793977609,2.356971611600811,983.7795829153241,0.4851637391454729,74.39707088727957,3.2523173076666474,-99.0,334730.3703825489,-25.970918947180337,140.35313522047068,1.0,1.0
102,1.0,1.0,1.5,730.8561993110322,294.7593742322765,261.77329324127163,5.307459817567443,626.0792344316274,0.5062130959233571,47.70391912273359,1.247879965820788,-99.0,237961.75121697658,-6.2407342349122885,156.91463231394752,4.0,1.0
103,-99.0,-99.0,2.5,-99.0,265.41794835757304,292.80874026623434,4.394443951809951,-99.0,-99.0,-99.0,0.9369298448412067,-99.0,147792.77011561758,-11.541162220593757,143.40068199509955,2.0,2.0
104,4.0,-99.0,1.0,41.792822528664516,338.70292657471646,242.66608719682588,9.873152671213312,268.40841171287525,-99.0,41.03430751547626,3.8137692415306006,-99.0,806376.6994725747,-13.486089355628112,159.11874790324796,5.0,0.0
105,4.0,2.0,1.0,95.86485201841715,278.03213082703036,252.91187775749174,3.2584009328884393,242.03694383100964,-99.0,43.26834031831292,2.913976020947309,-99.0,1017383.5180979789,-6.963786447144974,169.01274335783435,5.0,0.0
106,0.0,6.0,2.0,250.848686587212,335.0549002843302,307.6561160112521,9.384115112701808,318.19537642859797,0.4905890987039111,42.224137006459294,3.2025438163685758,110040.06935107756,845021.2066866608,-6.944677026581107,155.36213950809375,5.0,0.0
107,3.0,5.0,1.0,132.4855474339571,264.60337499288187,232.2090954503278,6.277992104910347,318.4481685975431,-99.0,47.23816438136975,2.3391778772456315,-99.0,394835.461540333,-17.33031657027373,111.68073957728929,4.0,0.0
108,1.0,0.0,1.0,215.30864357306044,274.0503117895704,307.3198176560797,5.833079360168077,478.2287179366471,0.47819168454149413,-99.0,3.3379433367876894,-99.0,-99.0,-18.653256071428615,142.74489796487782,2.0,0.0
109,1.0,1.0,3.0,697.925142164732,268.158085610396,267.2488191333527,7.673276157862816,637.7423337180795,0.5125169561898099,51.338097390464576,1.5814504867281085,-99.0,178642.36606043958,-2.9184315033089634,157.49588449967666,4.0,1.0
110,4.0,2.0,2.5,103.30147918447088,317.929362628746,254.4840735723622,2.636815091031335,269.64092682876657,-99.0,37.4390259993393,3.4667704561790296,-99.0,752219.7713743702,-12.046985221306397,169.1289736811239,5.0,0.0
111,1.0,0.0,0.0,238.24900630389322,280.30956615783873,305.78365714703205,4.892539141551571,476.9946703801957,0.4196538669880302,-99.0,2.75696785711114,-99.0,-99.0,-15.804119275559511,155.0389581616727,2.0,0.0
112,5.0,4.0,3.0,209.53235780127108,304.0898344080996,273.6392064352101,5.9503031084143405,331.1028638147599,0.5315031246059732,43.284076446537384,2.978991177007753,-99.0,-99.0,-16.2526073559874,97.53967344700712,4.0,4.0
113,3.0,5.0,2.5,137.00829675903623,313.74156960892884,238.29358895831743,6.2720898174897455,337.9330889114737,-99.0,47.517784732425305,2.4861028714044213,-99.0,479894.6209953176,-14.685842910024963,119.54509504503321,4.0,0.0
114,1.0,1.0,1.0,702.4602921853523,286.20192790765833,255.8601739479972,6.012262156037995,560.6222819824214,0.49544791162451873,54.50894135294977,1.3078243153043105,-99.0,234182.9343450776,-8.463856895760605,148.84006682629658,4.0,1.0
115,3.0,0.0,2.0,621.6241929949274,288.2934148646475,294.719872975373,7.594246342307556,290.24953515598463,-99.0,61.94637073908636,0.8481851281408932,-99.0,-99.0,-15.226011719948326,145.1517468021712,4.0,1.0
116,1.0,1.0,0.0,629.1465429961204,294.9871520444603,256.5261897695916,7.264023018987041,592.3051038769888,0.5247624317913161,52.37696487575614,1.2343979359437125,-99.0,-99.0,-3.5281797000989226,154.63018033677963,1.0,1.0
117,3.0,5.0,1.0,126.64003678190359,320.7142179751514,234.314797468573,4.731149693270213,302.1942532638828,-99.0,47.08005426433738,2.2380949779297894,-99.0,352806.1791790097,-13.722272606382292,114.76192297641254,4.0,0.0
118,-99.0,3.0,0.0,688.3662060400048,273.48754740404894,100.0,8.761361310916902,758.373376494902,-99.0,-99.0,5.317320467156189,-99.0,-99.0,7.746401543983089,201.11347183987704,4.0,1.0
